ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
700000412,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Followup - Slash #1,0,412,1,0,[0|0],303400312,0,14,0,12,0,[0|0]
700000413,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Followup - Slash #2,0,413,1,0,[0|0],303400313,0,14,0,12,0,[0|0]
700000414,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Followup - Slash #3,0,414,1,0,[0|0],303400314,0,14,0,12,0,[0|0]
700000415,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Final Slash,0,415,1,0,[0|0],303400315,0,20,0,12,0,[0|0]
700000500,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Slam - Hit #1,0,500,1,0,[0|0],302112900,0,15,0,12,0,[0|0]
700000501,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Slam - Hit #2,0,501,1,0,[0|0],302112901,0,0,0,12,0,[0|0]
700000502,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #1 - Hit #1,0,502,1,0,[0|0],302112902,0,25,0,12,0,[0|0]
700000503,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #1 - Hit #2,0,503,1,0,[0|0],302112903,0,0,0,12,0,[0|0]
700000504,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #1 - Hit #3,0,504,1,0,[0|0],302112904,0,0,0,12,0,[0|0]
700000505,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Slam - Hit #1,0,505,1,0,[0|0],302112905,0,15,0,12,0,[0|0]
700000506,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Slam - Hit #2,0,506,1,0,[0|0],302112906,0,0,0,12,0,[0|0]
700000507,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #1 - Hit #1,0,507,1,0,[0|0],302112907,0,25,0,12,0,[0|0]
700000508,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #1 - Hit #2,0,508,1,0,[0|0],302112908,0,0,0,12,0,[0|0]
700000509,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #1 - Hit #3,0,509,1,0,[0|0],302112909,0,0,0,12,0,[0|0]
700000510,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Final - Hit #1,0,510,1,0,[0|0],302112910,0,15,0,12,0,[0|0]
700000511,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Final - Hit #2,0,511,1,0,[0|0],302112911,0,0,0,12,0,[0|0]
700000512,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #2 - Hit #1,0,512,1,0,[0|0],302112912,0,25,0,12,0,[0|0]
700000513,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #2 - Hit #3,0,513,1,0,[0|0],302112913,0,0,0,12,0,[0|0]
700000514,Veteran's Prosthesis - [Ash of War] Storm Kick - FP - Followup #2 - Hit #4,0,514,1,0,[0|0],302112914,0,0,0,12,0,[0|0]
700000515,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Final - Hit #1,0,515,1,0,[0|0],302112915,0,15,0,12,0,[0|0]
700000516,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Final - Hit #2,0,516,1,0,[0|0],302112916,0,0,0,12,0,[0|0]
700000517,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #2 - Hit #1,0,517,1,0,[0|0],302112917,0,25,0,12,0,[0|0]
700000518,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #2 - Hit #2,0,518,1,0,[0|0],302112918,0,0,0,12,0,[0|0]
700000519,Veteran's Prosthesis - [Ash of War] Storm Kick - No FP - Followup #2 - Hit #3,0,519,1,0,[0|0],302112919,0,0,0,12,0,[0|0]
700000600,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Hit #1,0,600,1,0,[0|0],301005900,0,8,0,12,0,[0|0]
700000601,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Hit #2,0,601,1,0,[0|0],301005901,0,8,0,12,0,[0|0]
700000602,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Hit #3,0,602,1,0,[0|0],301005902,0,10,0,12,0,[0|0]
700000603,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Hit #4,0,603,1,0,[0|0],301005903,0,10,0,12,0,[0|0]
700000604,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Hit #5,0,604,1,0,[0|0],301005904,0,14,0,12,0,[0|0]
700000610,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Leap,0,610,1,0,[0|0],301005910,0,0,0,12,0,[0|0]
700000615,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Hit #1,0,615,1,0,[0|0],301005915,0,8,0,12,0,[0|0]
700000616,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Hit #2,0,616,1,0,[0|0],301005916,0,8,0,12,0,[0|0]
700000617,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Hit #3,0,617,1,0,[0|0],301005917,0,10,0,12,0,[0|0]
700000618,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Hit #4,0,618,1,0,[0|0],301005918,0,10,0,12,0,[0|0]
700000619,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Hit #5,0,619,1,0,[0|0],301005919,0,14,0,12,0,[0|0]
700000620,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Followup - Hit #1,0,620,1,0,[0|0],301005920,0,14,0,12,0,[0|0]
700000621,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - FP - Followup - Hit #2,0,621,1,0,[0|0],301005921,0,16,0,12,0,[0|0]
700000625,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Followup - Hit #1,0,625,1,0,[0|0],301005925,0,14,0,12,0,[0|0]
700000626,Eleonora's Poleblade - [Ash of War] Bloodblade Dance - No FP - Followup - Hit #2,0,626,1,0,[0|0],301005926,0,16,0,12,0,[0|0]
700000650,Halo Scythe,0,650,1,0,[0|0],301902900,0,0,0,12,0,[0|0]
700000651,Halo Scythe,0,651,1,1,[0|0],2760,0,20,0,12,0,[0|0]
700000652,Halo Scythe,0,652,1,1,[0|0],2761,0,0,0,12,0,[0|0]
700000655,Halo Scythe,0,655,1,0,[0|0],301902905,0,20,0,12,0,[0|0]
700000660,Halo Scythe,0,660,1,0,[0|0],301902910,0,0,0,12,0,[0|0]
700000661,Halo Scythe,0,661,1,1,[0|0],2762,0,20,0,12,0,[0|0]
700000662,Halo Scythe,0,662,1,1,[0|0],2763,0,0,0,12,0,[0|0]
700000665,Halo Scythe,0,665,1,0,[0|0],301902915,0,20,0,12,0,[0|0]
700000670,Halo Scythe,0,670,1,0,[0|0],301902920,0,0,0,12,0,[0|0]
700000671,Halo Scythe,0,671,1,1,[0|0],2764,0,20,0,12,0,[0|0]
700000672,Halo Scythe,0,672,1,1,[0|0],2765,0,0,0,12,0,[0|0]
700000675,Halo Scythe,0,675,1,0,[0|0],301902925,0,20,0,12,0,[0|0]
700000700,Bloodhound's Fang - [Ash of War] Bloodhound's Finesse - FP - Sweep,0,700,1,0,[0|0],300804900,0,30,0,12,0,[0|0]
700000701,Bloodhound's Fang - [Ash of War] Bloodhound's Finesse - FP - Forward Dash Slash,0,701,1,0,[0|0],300804901,0,30,0,12,0,[0|0]
700000705,Bloodhound's Fang - [Ash of War] Bloodhound's Finesse - No FP - Sweep,0,705,1,0,[0|0],300804905,0,40,0,12,0,[0|0]
700000706,Bloodhound's Fang - [Ash of War] Bloodhound's Finesse - No FP - Forward Dash Slash,0,706,1,0,[0|0],300804906,0,40,0,12,0,[0|0]
700000750,Bolt of Gransax,0,750,1,1,[0|0],2940,0,30,0,1,0,[0|0]
700000751,Bolt of Gransax,0,751,1,1,[0|0],2941,0,40,0,1,0,[0|0]
700000800,Godslayer's Greatsword - [Ash of War] The Queen's Black Flame - FP - Slash #2,0,800,1,0,[0|0],300800300,0,20,0,12,0,[0|0]
700000801,Godslayer's Greatsword - [Ash of War] The Queen's Black Flame - FP - Slash #1,0,801,1,0,[0|0],300800301,0,5,0,12,0,[0|0]
700000805,Godslayer's Greatsword - [Ash of War] The Queen's Black Flame - FP - Followup,0,805,1,0,[0|0],300800305,0,25,0,12,0,[0|0]
700000810,Godslayer's Greatsword - [Ash of War] The Queen's Black Flame - No FP - Slash #2,0,810,1,0,[0|0],300800310,0,20,0,12,0,[0|0]
700000811,Godslayer's Greatsword,0,811,1,0,[0|0],300800311,0,5,0,12,0,[0|0]
700000815,Godslayer's Greatsword - [Ash of War] The Queen's Black Flame - No FP - Followup,0,815,1,0,[0|0],300800315,0,25,0,12,0,[0|0]
700000850,Death's Poker,0,850,1,0,[0|0],303401300,0,15,0,12,0,[0|0]
700000851,Death's Poker,0,851,1,0,[0|0],303401301,0,10,0,12,0,[0|0]
700000852,Death's Poker,0,852,1,0,[0|0],303401302,0,10,0,12,0,[0|0]
700000853,Death's Poker,0,853,1,1,[0|0],2290,0,0,0,1,0,[0|0]
700000854,Death's Poker,0,854,1,1,[0|0],2292,0,0,0,1,0,[0|0]
700000855,Death's Poker,0,855,1,1,[0|0],2295,0,0,0,1,0,[0|0]
700000856,Death's Poker,0,856,1,0,[0|0],303401307,0,15,0,12,0,[0|0]
700000857,Death's Poker,0,857,1,0,[0|0],303401308,0,10,0,12,0,[0|0]
700000858,Death's Poker,0,858,1,0,[0|0],303401309,0,10,0,12,0,[0|0]
700000900,Dragon King's Cragblade,0,900,1,0,[0|0],303401200,0,30,0,12,0,[0|0]
700000901,Dragon King's Cragblade,0,901,1,0,[0|0],303401201,0,5,0,12,0,[0|0]
700000950,Ringed Finger,0,950,1,0,[0|0],301113900,0,15,0,12,0,[0|0]
700000951,Ringed Finger,0,951,1,0,[0|0],301113901,0,30,0,12,0,[0|0]
700000955,Ringed Finger,0,955,1,0,[0|0],301113905,0,20,0,12,0,[0|0]
700000956,Ringed Finger,0,956,1,0,[0|0],301113906,0,40,0,12,0,[0|0]
800000100,Helphen's Steeple,0,100,1,0,[0|0],303401400,0,10,0,12,0,[0|0]
800000150,Beastclaw Greathammer,0,150,1,0,[0|0],303400400,0,42,0,12,0,[0|0]
800000151,Beastclaw Greathammer,0,151,1,0,[0|0],303400401,0,42,0,12,0,[0|0]
800000155,Beastclaw Greathammer,0,155,1,1,[0|0],2970,0,0,0,1,0,[0|0]
800000200,St. Trina's Torch - [Ash of War] Fires of Slumber - FP - Bullet,0,200,1,1,[0|0],2825,0,0,0,12,0,[0|0]
800000201,St. Trina's Torch - [Ash of War] Fires of Slumber - No FP - Bullet,0,201,1,1,[0|0],2826,0,0,0,12,0,[0|0]
800000300,Fallingstar Beast Jaw - [Ash of War] Gravity Bolt,0,300,1,0,[0|0],302308900,0,0,0,12,0,[0|0]
800000305,Fallingstar Beast Jaw - [Ash of War] Gravity Bolt - FP - bullet,0,305,1,1,[0|0],2345,0,10,0,12,0,[0|0]
800000315,Fallingstar Beast Jaw - [Ash of War] Gravity Bolt - No FP - Hit,0,315,1,0,[0|0],302308915,0,20,0,12,0,[0|0]
800000325,Fallingstar Beast Jaw - [Ash of War] Gravity Bolt - No FP - Hit,0,325,1,0,[0|0],302308925,0,20,0,12,0,[0|0]
800000350,Onyx Lord's Greatsword,0,350,1,1,[0|0],3000,0,3,0,1,0,[0|0]
800000351,Onyx Lord's Greatsword,0,351,1,0,[0|0],303400800,0,30,0,12,0,[0|0]
800000352,Onyx Lord's Greatsword,0,352,1,0,[0|0],303400801,0,40,0,12,0,[0|0]
800000353,Onyx Lord's Greatsword,0,353,1,1,[0|0],3001,0,3,0,1,0,[0|0]
800000354,Onyx Lord's Greatsword,0,354,1,1,[0|0],3002,0,3,0,1,0,[0|0]
800000400,Staff of the Avatar/Rotten Staff - [Ash of War] Erdtree Slam - FP - Hit #1,0,400,1,0,[0|0],302307900,0,45,0,12,0,[0|0]
800000401,Staff of the Avatar/Rotten Staff - [Ash of War] Erdtree Slam - FP - Hit #2,0,401,1,0,[0|0],302307901,0,0,0,12,0,[0|0]
800000402,Staff of the Avatar/Rotten Staff - [Ash of War] Erdtree Slam - FP - Hit #3,0,402,1,0,[0|0],302307902,0,0,0,12,0,[0|0]
800000405,Staff of the Avatar/Rotten Staff - [Ash of War] Erdtree Slam - No FP - Hit #1,0,405,1,0,[0|0],302307905,0,65,0,12,0,[0|0]
800000406,Staff of the Avatar/Rotten Staff - [Ash of War] Erdtree Slam - No FP - Hit #2,0,406,1,0,[0|0],302307906,0,0,0,12,0,[0|0]
800000450,Onyx Lord's Sword,0,450,1,1,[0|0],2990,0,3,0,1,0,[0|0]
800000451,Onyx Lord's Sword,0,451,1,0,[0|0],303400700,0,30,0,12,0,[0|0]
800000452,Onyx Lord's Sword,0,452,1,0,[0|0],303400702,0,40,0,12,0,[0|0]
800000453,Onyx Lord's Sword,0,453,1,1,[0|0],2991,0,3,0,1,0,[0|0]
800000454,Onyx Lord's Sword,0,454,1,1,[0|0],2992,0,3,0,1,0,[0|0]
800000500,Watchdog's Staff - [Ash of War] Sorcery of the Crozier - FP - Bullet,0,500,1,1,[0|0],2920,0,40,0,1,0,[0|0]
800000505,Watchdog's Staff - [Ash of War] Sorcery of the Crozier - No FP - Bullet,0,505,1,0,[0|0],302301905,0,60,0,12,0,[0|0]
800000550,Ghiza's Wheel,0,550,1,0,[0|0],302309900,0,2,0,12,0,[0|0]
800000551,Ghiza's Wheel,0,551,1,0,[0|0],302309901,0,2,0,12,0,[0|0]
800000552,Ghiza's Wheel,0,552,1,0,[0|0],302309902,0,2,0,12,0,[0|0]
800000553,Ghiza's Wheel,0,553,1,0,[0|0],302309903,0,0,0,12,0,[0|0]
800000554,Ghiza's Wheel,0,554,1,0,[0|0],302309905,0,2,0,12,0,[0|0]
800000555,Ghiza's Wheel,0,555,1,0,[0|0],302309906,0,2,0,12,0,[0|0]
800000556,Ghiza's Wheel,0,556,1,0,[0|0],302309907,0,2,0,12,0,[0|0]
800000557,Ghiza's Wheel,0,557,1,0,[0|0],302309908,0,0,0,12,0,[0|0]
800000600,Serpent-Hunter - [Ash of War] Great-Serpent Hunt - FP - Hit #1,0,600,1,0,[0|0],301703900,0,30,0,12,0,[0|0]
800000601,Serpent-Hunter - [Ash of War] Great-Serpent Hunt - FP - Followup - Hit,0,601,1,0,[0|0],301703901,0,40,0,12,0,[0|0]
800000605,Serpent-Hunter - [Ash of War] Great-Serpent Hunt,0,605,1,0,[0|0],301703905,0,20,0,12,0,[0|0]
800000650,Blade of Calling,0,650,1,1,[0|0],2585,0,36,0,12,0,[0|0]
800000651,Serpent-Hunter - [Ash of War] Great-Serpent Hunt - FP - Followup - Hit,0,651,1,0,[0|0],301703951,0,40,0,12,0,[0|0]
800000655,Blade of Calling,0,655,1,0,[0|0],300116905,0,36,0,12,0,[0|0]
800000670,Serpent-Hunter - [Ash of War] Great-Serpent Hunt - No FP - Hit,0,670,1,0,[0|0],301703970,0,40,0,12,0,[0|0]
800000671,Serpent-Hunter - [Ash of War] Great-Serpent Hunt - No FP - Followup - Hit,0,671,1,0,[0|0],301703971,0,20,0,12,0,[0|0]
800000675,Serpent-Hunter - [Ash of War] Great-Serpent Hunt,0,675,1,0,[0|0],301703975,0,40,0,12,0,[0|0]
800000700,Cleanrot Spear - [Ash of War] Sacred Phalanx - FP - Slash,0,700,1,0,[0|0],301604900,0,35,0,12,0,[0|0]
800000701,Cleanrot Spear - [Ash of War] Sacred Phalanx - FP - Bullet,0,701,1,1,[0|0],2910,0,0,0,1,0,[0|0]
800000702,Cleanrot Spear - [Ash of War] Sacred Phalanx,0,702,1,0,[0|0],303400005,0,30,0,12,0,[0|0]
800000703,Cleanrot Spear - [Ash of War] Sacred Phalanx,0,703,1,0,[0|0],303400006,0,40,0,12,0,[0|0]
800000705,Cleanrot Spear - [Ash of War] Sacred Phalanx - No FP - Slash,0,705,1,0,[0|0],301604905,0,50,0,12,0,[0|0]
800000750,Black Knife,0,750,1,1,[0|0],2580,0,36,0,12,0,[0|0]
800000755,Black Knife,0,755,1,0,[0|0],300101905,0,36,0,12,0,[0|0]
800000800,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Spin #1,0,800,1,0,[0|0],301414900,0,10,0,12,0,[0|0]
800000801,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Spin #2,0,801,1,0,[0|0],301414901,0,10,0,12,0,[0|0]
800000802,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Spin #3,0,802,1,0,[0|0],301414902,0,10,0,12,0,[0|0]
800000805,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Bullet #1,0,805,1,1,[0|0],2830,0,0,0,12,0,[0|0]
800000806,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Bullet #2,0,806,1,1,[0|0],2831,0,0,0,12,0,[0|0]
800000807,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Bullet #3,0,807,1,1,[0|0],2832,0,0,0,12,0,[0|0]
800000810,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Spin #1,0,810,1,0,[0|0],301414910,0,10,0,12,0,[0|0]
800000811,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Spin #2,0,811,1,0,[0|0],301414911,0,10,0,12,0,[0|0]
800000812,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Spin #3,0,812,1,0,[0|0],301414912,0,10,0,12,0,[0|0]
800000815,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Followup - Spin #1,0,815,1,0,[0|0],301414915,0,10,0,12,0,[0|0]
800000816,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Followup - Spin #2,0,816,1,0,[0|0],301414916,0,10,0,12,0,[0|0]
800000820,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Followup - Bullet #1,0,820,1,1,[0|0],2833,0,0,0,12,0,[0|0]
800000821,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Followup - Bullet #2,0,821,1,1,[0|0],2834,0,0,0,12,0,[0|0]
800000825,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Followup - Spin #1,0,825,1,0,[0|0],301414925,0,10,0,12,0,[0|0]
800000826,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Followup - Spin #2,0,826,1,0,[0|0],301414926,0,10,0,12,0,[0|0]
800000830,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Final - Spin #1,0,830,1,0,[0|0],301414930,0,10,0,12,0,[0|0]
800000831,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Final - Spin #2,0,831,1,0,[0|0],301414931,0,13,0,12,0,[0|0]
800000835,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Final - Bullet #1,0,835,1,1,[0|0],2835,0,0,0,12,0,[0|0]
800000836,Stormhawk Axe - [Ash of War] Thunderstorm - FP - Final - Bullet #2,0,836,1,1,[0|0],2836,0,0,0,12,0,[0|0]
800000840,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Final - Spin #1,0,840,1,0,[0|0],301414940,0,10,0,12,0,[0|0]
800000841,Stormhawk Axe - [Ash of War] Thunderstorm - No FP - Final - Spin #2,0,841,1,0,[0|0],301414941,0,3,0,12,0,[0|0]
800000850,Nox Flowing Hammer,0,850,1,0,[0|0],301112900,0,16,0,12,0,[0|0]
800000851,Nox Flowing Hammer,0,851,1,0,[0|0],301112901,0,20,0,12,0,[0|0]
800000855,Nox Flowing Hammer,0,855,1,0,[0|0],301112905,0,16,0,12,0,[0|0]
800000856,Nox Flowing Hammer,0,856,1,0,[0|0],301112906,0,20,0,12,0,[0|0]
800000900,Rosus' Axe - [Ash of War] Rosus's Summons - FP - Bullet #1,0,900,1,1,[0|0],2870,0,0,0,12,0,[0|0]
800000901,Rosus' Axe - [Ash of War] Rosus's Summons,0,901,1,1,[0|0],2871,0,0,0,12,0,[0|0]
800000902,Rosus' Axe - [Ash of War] Rosus's Summons,0,902,1,1,[0|0],2872,0,0,0,12,0,[0|0]
800000903,Rosus' Axe - [Ash of War] Rosus's Summons,0,903,1,1,[0|0],2873,0,0,0,12,0,[0|0]
800000904,Rosus' Axe - [Ash of War] Rosus's Summons,0,904,1,1,[0|0],2874,0,0,0,12,0,[0|0]
800000910,Rosus' Axe - [Ash of War] Rosus's Summons - FP - Bullet #2,0,910,1,1,[0|0],2875,0,0,0,12,0,[0|0]
800000911,Rosus' Axe - [Ash of War] Rosus's Summons,0,911,1,1,[0|0],2876,0,0,0,12,0,[0|0]
800000940,Rosus' Axe - [Ash of War] Rosus's Summons - FP - Slam,0,940,1,0,[0|0],301412940,0,20,0,12,0,[0|0]
800000945,Rosus' Axe - [Ash of War] Rosus's Summons - No FP - Slam,0,945,1,0,[0|0],301412945,0,20,0,12,0,[0|0]
800000950,Ruins Greatsword,0,950,1,0,[0|0],303400600,0,30,0,12,0,[0|0]
800000951,Ruins Greatsword,0,951,1,0,[0|0],303400601,0,30,0,12,0,[0|0]
800000955,Ruins Greatsword,0,955,1,1,[0|0],3010,0,0,0,1,0,[0|0]
900000100,Family Heads - [Ash of War] Familal Rancor - FP - Bullet #1,0,100,1,1,[0|0],2020,0,0,0,12,0,[0|0]
900000101,Family Heads - [Ash of War] Familal Rancor,0,101,1,1,[0|0],2021,0,0,0,12,0,[0|0]
900000102,Family Heads - [Ash of War] Familal Rancor - FP - Bullet #2,0,102,1,1,[0|0],2022,0,0,0,12,0,[0|0]
900000103,Family Heads - [Ash of War] Familal Rancor,0,103,1,1,[0|0],2023,0,0,0,12,0,[0|0]
900000104,Family Heads - [Ash of War] Familal Rancor - FP - Bullet #3,0,104,1,1,[0|0],2024,0,0,0,12,0,[0|0]
900000105,Family Heads - [Ash of War] Familal Rancor,0,105,1,1,[0|0],2025,0,0,0,12,0,[0|0]
900000150,Starscourge Greatsword,0,150,1,0,[0|0],300405900,0,30,0,12,0,[0|0]
900000151,Starscourge Greatsword,0,151,1,0,[0|0],300405901,0,0,0,12,0,[0|0]
900000152,Starscourge Greatsword,0,152,1,0,[0|0],300405902,0,0,0,12,0,[0|0]
900000153,Starscourge Greatsword,0,153,1,0,[0|0],300405903,0,0,0,12,0,[0|0]
900000154,Starscourge Greatsword,0,154,1,0,[0|0],300405904,0,0,0,12,0,[0|0]
900000160,Starscourge Greatsword,0,160,1,0,[0|0],300405910,0,15,0,12,0,[0|0]
900000161,Starscourge Greatsword,0,161,1,0,[0|0],300405911,0,15,0,12,0,[0|0]
900000165,Starscourge Greatsword,0,165,1,1,[0|0],2205,0,0,0,12,0,[0|0]
900000170,Starscourge Greatsword,0,170,1,0,[0|0],300405920,0,15,0,12,0,[0|0]
900000171,Starscourge Greatsword,0,171,1,0,[0|0],300405921,0,15,0,12,0,[0|0]
900000200,Devourer's Scepter - [Ash of War] Devourer of Worlds - FP - Bullet,0,200,1,1,[0|0],2116,0,50,0,1,0,[0|0]
900000201,Devourer's Scepter - [Ash of War] Devourer of Worlds - No FP - Bullet,0,201,1,0,[0|0],301202901,0,50,0,12,0,[0|0]
900000255,Axe of Godfrey,0,255,1,1,[0|0],3020,0,0,0,12,0,[0|0]
900000256,,0,256,1,1,[0|0],3021,0,35,0,12,0,[0|0]
900000259,,0,259,1,1,[0|0],3024,0,0,0,12,0,[0|0]
900000260,Axe of Godfrey,0,260,1,0,[0|0],302305910,0,30,0,12,0,[0|0]
900000300,Magma Blade - [Ash of War] Magma Shower - FP - Slash,0,300,1,0,[0|0],303400500,0,15,0,12,0,[0|0]
900000301,Magma Blade - [Ash of War] Magma Shower - FP - Followup #1,0,301,1,0,[0|0],303400501,0,10,0,12,0,[0|0]
900000302,Magma Blade - [Ash of War] Magma Shower - FP - Followup #2,0,302,1,0,[0|0],303400502,0,15,0,12,0,[0|0]
900000303,Magma Blade - [Ash of War] Magma Shower,0,303,1,0,[0|0],303400503,0,15,0,12,0,[0|0]
900000304,Magma Blade - [Ash of War] Magma Shower,0,304,1,0,[0|0],303400504,0,10,0,12,0,[0|0]
900000305,Magma Blade - [Ash of War] Magma Shower,0,305,1,0,[0|0],303400505,0,15,0,12,0,[0|0]
900000306,Magma Blade - [Ash of War] Magma Shower - FP - Bullet,0,306,1,1,[0|0],2980,0,0,0,1,0,[0|0]
900000307,Magma Blade - [Ash of War] Magma Shower,0,307,1,1,[0|0],2981,0,0,0,1,0,[0|0]
900000350,Axe of Godrick,0,350,1,0,[0|0],301504900,0,30,0,12,0,[0|0]
900000355,Axe of Godrick,0,355,1,1,[0|0],2225,0,0,0,12,0,[0|0]
900000356,Axe of Godrick,0,356,1,1,[0|0],2226,0,0,0,12,0,[0|0]
900000357,Axe of Godrick,0,357,1,1,[0|0],2227,0,0,0,12,0,[0|0]
900000358,Axe of Godrick,0,358,1,1,[0|0],2228,0,0,0,12,0,[0|0]
900000360,Axe of Godrick,0,360,1,0,[0|0],301504910,0,30,0,12,0,[0|0]
900000365,Axe of Godrick,0,365,1,1,[0|0],2229,0,0,0,12,0,[0|0]
900000366,Axe of Godrick,0,366,1,1,[0|0],2230,0,0,0,12,0,[0|0]
900000367,Axe of Godrick,0,367,1,1,[0|0],2231,0,0,0,12,0,[0|0]
900000368,Axe of Godrick,0,368,1,1,[0|0],2232,0,0,0,12,0,[0|0]
900000370,Axe of Godrick,0,370,1,0,[0|0],301504920,0,30,0,12,0,[0|0]
900000375,Axe of Godrick,0,375,1,1,[0|0],2233,0,0,0,12,0,[0|0]
900000376,Axe of Godrick,0,376,1,1,[0|0],2234,0,0,0,12,0,[0|0]
900000377,Axe of Godrick,0,377,1,1,[0|0],2235,0,0,0,12,0,[0|0]
900000378,Axe of Godrick,0,378,1,1,[0|0],2236,0,0,0,12,0,[0|0]
900000380,Axe of Godrick,0,380,1,0,[0|0],301504930,0,30,0,12,0,[0|0]
900000385,Axe of Godrick,0,385,1,0,[0|0],301504935,0,30,0,12,0,[0|0]
900000390,Axe of Godrick,0,380,1,0,[0|0],301504940,0,30,0,12,0,[0|0]
900000450,Marika's Hammer,0,450,1,0,[0|0],301115900,0,0,0,12,0,[0|0]
900000451,Marika's Hammer,0,451,1,0,[0|0],301115901,0,25,0,12,0,[0|0]
900000460,Marika's Hammer,0,460,1,1,[0|0],2075,0,0,0,12,0,[0|0]
900000461,Marika's Hammer,0,461,1,1,[0|0],2076,0,0,0,12,0,[0|0]
900000462,Marika's Hammer,0,462,1,1,[0|0],2077,0,0,0,12,0,[0|0]
900000463,Marika's Hammer,0,463,1,1,[0|0],2078,0,0,0,12,0,[0|0]
900000465,Marika's Hammer,0,465,1,0,[0|0],301115915,0,25,0,12,0,[0|0]
900000500,Zamor Curved Sword - [Ash of War] Zamor Ice Storm - FP - Bullet,0,500,1,1,[0|0],3055,0,17,0,1,0,[0|0]
900000501,Zamor Curved Sword - [Ash of War] Zamor Ice Storm - FP - Slam,0,501,1,0,[0|0],303401604,0,10,0,12,0,[0|0]
900000502,Zamor Curved Sword - [Ash of War] Zamor Ice Storm - No FP - Slam,0,502,1,0,[0|0],303401605,0,10,0,12,0,[0|0]
900000550,Royal Greatsword,0,550,1,0,[0|0],300406900,0,0,0,12,0,[0|0]
900000555,Royal Greatsword,0,555,1,0,[0|0],300406905,0,30,0,12,0,[0|0]
900000560,Royal Greatsword,0,560,1,1,[0|0],2195,0,0,0,12,0,[0|0]
900000561,Royal Greatsword,0,561,1,1,[0|0],2196,0,0,0,12,0,[0|0]
900000565,Royal Greatsword,0,565,1,0,[0|0],300406915,0,30,0,12,0,[0|0]
900000600,Gargoyle's Blackblade - [Ash of War] Corpse Wax Cutter - FP - Bullet,0,600,1,1,[0|0],3060,0,25,0,0,0,[0|0]
